Urut Nasional,Urut Provinsi,Rerata,NPSN,Sekolah,Provinsi,Kota/Kab.,Jenis
543,92,"526,807",20341151,SMAS AL ITISHOM GRABAG,Jawa Tengah,Kab. Magelang,SMA
544,85,"526,788",20102564,SMAN 87 JAKARTA,DKI Jakarta,Kota Jakarta Selatan,SMA
545,93,"526,782",20310425,SMAN 1 KARTASURA,Jawa Tengah,Kab. Sukoharjo,SMA
546,86,"526,742",20103308,SMAN 59 JAKARTA,DKI Jakarta,Kota Jakarta Timur,SMA
547,40,"526,72",20401132,SMAN 2 NGAGLIK,DI Yogyakarta,Kab. Sleman,SMA
548,82,"526,61",20532231,SMAN 20 SURABAYA,Jawa Timur,Kota Surabaya,SMA
549,83,"526,5",69948430,SMA IT AL HIKMAH,Jawa Timur,Kab. Blitar,SMA
550,7,"526,475",30400382,SMAN 1 BERAU,Kalimantan Timur,Kab. Berau,SMA
551,87,"526,446",20107334,SMA TARAKANITA 1 JAKARTA,DKI Jakarta,Kota Jakarta Selatan,SMA
552,94,"526,443",20317483,SMAN 1 BAE KUDUS,Jawa Tengah,Kab. Kudus,SMA
553,37,"526,346",20603267,SMAN 7 KOTA TANGERANG SELATAN,Banten,Kota Tangerang Selatan,SMA
554,88,"526,307",20102562,SMAN 97 JAKARTA,DKI Jakarta,Kota Jakarta Selatan,SMA
555,89,"526,261",20103290,SMAN 105 JAKARTA,DKI Jakarta,Kota Jakarta Timur,SMA
556,90,"526,232",20100224,SMAN 30 JAKARTA,DKI Jakarta,Kota Jakarta Pusat,SMA
557,13,"526,229",10403792,SMAN PINTAR,Riau,Kab. Kuantan Singingi,SMA
558,4,"526,199",30105212,SMAN 3 PONTIANAK,Kalimantan Barat,Kota Pontianak,SMA
559,84,"526,184",20517786,SMAS AR ROHMAH DAU,Jawa Timur,Kab. Malang,SMA
560,91,"526,161",20101587,SMAN 84 JAKARTA,DKI Jakarta,Kota Jakarta Barat,SMA
561,14,"526,081",10303904,SMAN 1 PAYAKUMBUH,Sumatera Barat,Kota Payakumbuh,SMA
562,92,"526,03",20102213,SMAN 37 JAKARTA,DKI Jakarta,Kota Jakarta Selatan,SMA
563,1,"525,846",69975824,MAN INSAN CENDEKIA KOTA KENDARI,Sulawesi Tenggara,Kota Kendari,MA
564,85,"525,809",20533803,SMKS TELKOM SANDHY PUTRA,Jawa Timur,Kota Malang,SMK
565,93,"525,782",20103787,SMKN 26 JAKARTA,DKI Jakarta,Kota Jakarta Timur,SMK
566,108,"525,782",20224511,SMA NEGERI 1 TASIKMALAYA,Jawa Barat,Kota Tasikmalaya,SMA
567,109,"525,707",69946479,SMA EDU GLOBAL,Jawa Barat,Kota Bandung,SMA
568,94,"525,641",20101625,SMAN 16 JAKARTA,DKI Jakarta,Kota Jakarta Barat,SMA
569,95,"525,639",20330331,SMKN 1 KARANGANYAR,Jawa Tengah,Kab. Kebumen,SMK
570,86,"525,532",20534125,SMAN 1 MADIUN,Jawa Timur,Kota Madiun,SMA
571,15,"525,492",10211316,SMAS METHODIST,Sumatera Utara,Kota Binjai,SMA
572,96,"525,409",20306186,SMKN 2 PURWOREJO,Jawa Tengah,Kab. Purworejo,SMK
573,97,"525,399",20306180,SMKN 1 PURWOREJO,Jawa Tengah,Kab. Purworejo,SMK
574,41,"525,388",20401133,SMAN 2 SLEMAN,DI Yogyakarta,Kab. Sleman,SMA
575,110,"525,347",20218379,SMAN 2 TAMBUN SELATAN,Jawa Barat,Kab. Bekasi,SMA
576,98,"525,243",20321448,SMK NEGERI 2 TEMANGGUNG,Jawa Tengah,Kab. Temanggung,SMK
577,38,"525,171",20606847,SMAN 3 TANGERANG,Banten,Kota Tangerang,SMA
578,87,"525,147",20514347,SMAN 1 SRENGAT,Jawa Timur,Kab. Blitar,SMA
579,9,"525,072",50101696,SMAN 1 KUTA UTARA,Bali,Kab. Badung,SMA
580,111,"525,056",20219238,SMAN 15 BANDUNG,Jawa Barat,Kota Bandung,SMA
581,99,"525,01",20306806,SMA NEGERI 2 WONOSOBO,Jawa Tengah,Kab. Wonosobo,SMA
582,8,"524,941",69766189,SMAS IT DAARUL HIKMAH,Kalimantan Timur,Kota Bontang,SMA
583,10,"524,842",50105492,SMAN BALI MANDARA,Bali,Kab. Buleleng,SMA
584,88,"524,804",20580757,MAS UNGGULAN AMANATUL UMMAH SURABAYA,Jawa Timur,Kota Surabaya,MA
585,6,"524,762",11002199,SMAN 5 BATAM,Kepulauan Riau,Kota Batam,SMA
586,112,"524,736",20219324,SMAN 9 BANDUNG,Jawa Barat,Kota Bandung,SMA
587,100,"524,708",20341603,SMAS AL IRSYAD AL ISLAMIYYAH,Jawa Tengah,Kab. Banyumas,SMA
588,113,"524,681",20265284,SMAS YOS SUDARSO,Jawa Barat,Kab. Karawang,SMA
589,11,"524,659",50101705,SMAN 1 KUTA,Bali,Kab. Badung,SMA
590,114,"524,657",20219239,SMAN 14 BANDUNG,Jawa Barat,Kota Bandung,SMA
591,115,"524,648",20277119,MAN 2 KOTA BOGOR,Jawa Barat,Kota Bogor,MA
592,42,"524,62",20401126,SMAN 1 PRAMBANAN,DI Yogyakarta,Kab. Sleman,SMA
593,89,"524,589",20506254,SMA NEGERI 2 LAMONGAN,Jawa Timur,Kab. Lamongan,SMA
594,90,"524,516",20534122,SMAN 3 TARUNA ANGKASA MADIUN,Jawa Timur,Kota Madiun,SMA
595,6,"524,469",10504553,SMAN 3 KOTA JAMBI,Jambi,Kota Jambi,SMA
596,116,"524,318",20223040,SMAN 9 BEKASI,Jawa Barat,Kota Bekasi,SMA
597,117,"524,293",20254097,SMAS KETAPANG 3,Jawa Barat,Kab. Bogor,SMA
598,118,"524,258",20229166,SMAN 4 KOTA DEPOK,Jawa Barat,Kota Depok,SMA
599,91,"524,242",20508480,SMAN 1 NGAWI,Jawa Timur,Kab. Ngawi,SMA
600,101,"524,209",20321428,SMA NEGERI 1 PARAKAN,Jawa Tengah,Kab. Temanggung,SMA
601,102,"524,192",20323398,SMA NEGERI 1 KAJEN,Jawa Tengah,Kab. Pekalongan,SMA
602,15,"524,183",10303610,SMAN 2 PADANG PANJANG,Sumatera Barat,Kota Padang Panjang,SMA
603,9,"524,179",30401787,SMAS YAYASAN PENDIDIKAN VIDYA DAHANA PATRA,Kalimantan Timur,Kota Bontang,SMA
604,92,"524,16",20533661,SMAN 10,Jawa Timur,Kota Malang,SMA
605,95,"524,143",20103299,SMAN 89 JAKARTA,DKI Jakarta,Kota Jakarta Timur,SMA
606,7,"524,122",10504684,SMAN 1 KOTA JAMBI,Jambi,Kota Jambi,SMA
607,96,"524,12",20102566,SMAN 82 JAKARTA,DKI Jakarta,Kota Jakarta Selatan,SMA
608,39,"524,093",20613768,SMAN 6 KOTA TANGERANG SELATAN,Banten,Kota Tangerang Selatan,SMA
609,9,"523,751",10600905,SMAN 1 UNGGULAN MUARA ENIM,Sumatera Selatan,Kab. Muara Enim,SMA
610,97,"523,749",20103784,SMKN 48 JAKARTA,DKI Jakarta,Kota Jakarta Timur,SMK
611,93,"523,693",20533638,SMAS KATOLIK COR YESU,Jawa Timur,Kota Malang,SMA
612,98,"523,69",20102573,SMAN 60 JAKARTA,DKI Jakarta,Kota Jakarta Selatan,SMA
613,103,"523,623",20331978,SMAN 2 MAGELANG,Jawa Tengah,Kota Magelang,SMA
614,94,"523,596",20540294,SMA DARUL ULUM 2 UNGGULAN BPPT,Jawa Timur,Kab. Jombang,SMA
615,119,"523,581",20224136,SMK NEGERI 1 CIMAHI,Jawa Barat,Kota Cimahi,SMK
616,104,"523,567",20363060,MAN 1 SURAKARTA,Jawa Tengah,Kota Surakarta,MA
617,95,"523,524",20504478,SMAN 2 BOJONEGORO,Jawa Timur,Kab. Bojonegoro,SMA
618,105,"523,486",20320385,SMA NEGERI 1 BRINGIN,Jawa Tengah,Kab. Semarang,SMA
619,106,"523,458",20363211,MAS AL IRSYAD,Jawa Tengah,Kab. Semarang,MA
620,120,"523,415",20219306,SMAN 6 BANDUNG,Jawa Barat,Kota Bandung,SMA
621,16,"523,347",10303905,SMAN 2 PAYAKUMBUH,Sumatera Barat,Kota Payakumbuh,SMA
622,99,"523,252",20103291,SMAN 104 JAKARTA,DKI Jakarta,Kota Jakarta Timur,SMA
623,121,"523,104",20231317,SMAS MARSUDIRINI,Jawa Barat,Kab. Bogor,SMA
624,100,"523,1",20109513,SMAS HIGH SCOPE,DKI Jakarta,Kota Jakarta Selatan,SMA
625,122,"523,042",20219250,SMAN 22 BANDUNG,Jawa Barat,Kota Bandung,SMA
626,17,"523,033",10302476,SMAN 1 BATU SANGKAR,Sumatera Barat,Kab. Tanah Datar,SMA
627,4,"522,953",30304468,SMAS KRISTEN KANAAN,Kalimantan Selatan,Kota Banjarmasin,SMA
628,123,"522,946",20231704,SMAS ANANDA,Jawa Barat,Kota Bekasi,SMA
629,124,"522,906",20270492,SMAN 8 DEPOK,Jawa Barat,Kota Depok,SMA
630,40,"522,852",20603270,SMAN 4 KOTA TANGERANG SELATAN,Banten,Kota Tangerang Selatan,SMA
631,101,"522,841",20102211,SMAN 43 JAKARTA,DKI Jakarta,Kota Jakarta Selatan,SMA
632,43,"522,759",20400380,SMA NEGERI 2 BANGUNTAPAN,DI Yogyakarta,Kab. Bantul,SMA
633,107,"522,728",20328939,SMA NEGERI 09,Jawa Tengah,Kota Semarang,SMA
634,102,"522,673",20103258,SMAN 93 JAKARTA,DKI Jakarta,Kota Jakarta Timur,SMA
635,125,"522,649",20258092,SMAS MUTIARA BUNDA,Jawa Barat,Kota Bandung,SMA
636,5,"522,522",30304598,SMAN 2 BANJARBARU,Kalimantan Selatan,Kota Banjarbaru,SMA
637,108,"522,501",20300727,SMA NEGERI 3 CILACAP,Jawa Tengah,Kab. Cilacap,SMA
638,126,"522,499",20220273,SMKN 1 BOGOR,Jawa Barat,Kota Bogor,SMK
639,44,"522,466",60724851,SMAS MUHAMMADIYAH BOARDING SCHOOL (MBS) SLEMAN,DI Yogyakarta,Kab. Sleman,SMA
640,96,"522,458",69965070,SMA TAZKIA IIBS,Jawa Timur,Kab. Malang,SMA
641,97,"522,396",20532088,SMAS KATOLIK ST CAROLUS,Jawa Timur,Kota Surabaya,SMA
642,45,"522,347",20402810,SMA NEGERI 1 PENGASIH,DI Yogyakarta,Kab. Kulon Progo,SMA
643,12,"522,297",69765014,SMAS ALBANNA,Bali,Kota Denpasar,SMA
644,6,"522,229",30304260,SMAN 7 BANJARMASIN,Kalimantan Selatan,Kota Banjarmasin,SMA
645,6,"522,11",10805055,SMAN 1 PRINGSEWU,Lampung,Kab. Pringsewu,SMA
646,46,"522,028",20400416,SMK NEGERI 1 BANTUL,DI Yogyakarta,Kab. Bantul,SMK
647,7,"522,018",11000433,SMAN 1 TANJUNG PINANG,Kepulauan Riau,Kota Tanjungpinang,SMA
648,47,"522,011",20363269,MAS ISLAMIC CENTRE BIN BAZ,DI Yogyakarta,Kab. Bantul,MA
649,103,"521,96",20100211,SMAN 4 JAKARTA,DKI Jakarta,Kota Jakarta Pusat,SMA
650,13,"521,94",50103181,SMAS K SANTO YOSEPH DENPASAR,Bali,Kota Denpasar,SMA
651,109,"521,89",20361201,SMAS INSAN CENDIKIA AL-MUJTABA,Jawa Tengah,Kab. Sukoharjo,SMA
652,5,"521,836",10900452,SMKN 1 TANJUNGPANDAN,Kepulauan Bangka Belitung,Kab. Belitung,SMK
653,98,"521,773",20523828,SMAN AMBULU,Jawa Timur,Kab. Jember,SMA
654,110,"521,723",20327608,SMKN 1 MAGELANG,Jawa Tengah,Kota Magelang,SMK
655,14,"521,7",10400870,SMAS CENDANA MANDAU,Riau,Kab. Bengkalis,SMA
656,111,"521,688",20309690,SMAN 3 KLATEN,Jawa Tengah,Kab. Klaten,SMA
657,99,"521,68",20507733,SMAN 1 MEJAYAN,Jawa Timur,Kab. Madiun,SMA
658,112,"521,657",20320369,SMA NEGERI 1 SURUH,Jawa Tengah,Kab. Semarang,SMA
659,113,"521,654",20330330,SMKN 1 GOMBONG,Jawa Tengah,Kab. Kebumen,SMK
660,16,"521,613",10206580,SMAN 1 MATAULI PANDAN,Sumatera Utara,Kab. Tapanuli Tengah,SMA
661,127,"521,597",20200686,SMAS DWI WARNA,Jawa Barat,Kab. Bogor,SMA
662,128,"521,567",69774555,SMA ISLAM AL-AZHAR 8,Jawa Barat,Kota Bekasi,SMA
663,48,"521,52",69965701,SMAIT ABU BAKAR BOARDING SCHOOL KULON PROGO,DI Yogyakarta,Kab. Kulon Progo,SMA
664,7,"521,517",10807070,SMAN 9 BANDAR LAMPUNG,Lampung,Kota Bandar Lampung,SMA
665,129,"521,509",20200685,SMAN 1 CIAWI BOGOR,Jawa Barat,Kab. Bogor,SMA
666,130,"521,482",20268809,SMAS IT NURURRAHMAN,Jawa Barat,Kota Depok,SMA
667,2,"521,479",69978360,MAN INSAN CENDEKIA BENGKULU TENGAH,Bengkulu,Kab. Bengkulu Tengah,MA
668,131,"521,454",20223032,SMAN 11 BEKASI,Jawa Barat,Kota Bekasi,SMA
669,114,"521,405",20310495,SMAS ASSALAM SUKOHARJO,Jawa Tengah,Kab. Sukoharjo,SMA
670,100,"521,359",20529954,SMAN 1 SUMENEP,Jawa Timur,Kab. Sumenep,SMA
671,115,"521,354",20307727,SMAN 1 GRABAG,Jawa Tengah,Kab. Magelang,SMA
672,104,"521,349",20100780,SMAN 80 JAKARTA,DKI Jakarta,Kota Jakarta Utara,SMA
673,116,"521,325",20320244,SMA NEGERI 1 TENGARAN,Jawa Tengah,Kab. Semarang,SMA
674,105,"521,316",20107306,SMAS ISLAM AL-AZHAR 3 JAKARTA,DKI Jakarta,Kota Jakarta Selatan,SMA
675,106,"521,283",20177948,MAS PEMBANGUNAN UIN,DKI Jakarta,Kota Jakarta Selatan,MA
676,132,"521,275",20221561,SMAN 3 SUKABUMI,Jawa Barat,Kota Sukabumi,SMA
677,15,"521,26",10404988,SMAN BINSUS KOTA DUMAI,Riau,Kota Dumai,SMA
678,101,"521,178",20532218,SMAN 18 SURABAYA,Jawa Timur,Kota Surabaya,SMA
679,49,"521,135",20402127,SMAN 2 PLAYEN,DI Yogyakarta,Kab. Gunung Kidul,SMA
680,133,"521,107",20231316,SMAS MARDI WALUYA,Jawa Barat,Kab. Bogor,SMA
681,117,"521,082",20324218,SMAN 1 COMAL,Jawa Tengah,Kab. Pemalang,SMA
682,7,"521,081",40314696,SMKN 11 MAKASSAR,Sulawesi Selatan,Kota Makassar,SMK
683,50,"521,069",20402817,SMK N 2 PENGASIH,DI Yogyakarta,Kab. Kulon Progo,SMK
684,41,"521,068",20606829,SMAN 7 TANGERANG,Banten,Kota Tangerang,SMA
685,102,"521,063",20535052,SMAN 3 BLITAR,Jawa Timur,Kota Blitar,SMA
686,103,521,20577343,SMAS AR-ROHMAH PUTRI BOARDING SCHOOL DAU,Jawa Timur,Kab. Malang,SMA
687,10,"520,992",30401786,SMAN 1 BONTANG,Kalimantan Timur,Kota Bontang,SMA
688,118,"520,949",20363221,MAS PPMI ASSALAAM,Jawa Tengah,Kab. Sukoharjo,MA
689,119,"520,94",20330332,SMKN 1 KEBUMEN,Jawa Tengah,Kab. Kebumen,SMK
690,120,"520,83",20308442,SMAN 1 SIMO,Jawa Tengah,Kab. Boyolali,SMA
691,121,"520,79",20303231,SMAN 1 BOBOTSARI,Jawa Tengah,Kab. Purbalingga,SMA
692,14,"520,784",50100843,SMAN 1 NEGARA,Bali,Kab. Jembrana,SMA
693,51,"520,69",20403227,SMAS BOPKRI 1,DI Yogyakarta,Kota Yogyakarta,SMA
694,18,"520,682",69964938,SMA NEGERI 3 SUMATERA BARAT,Sumatera Barat,Kab. Pasaman,SMA
695,42,"520,669",69943715,SMA AL ADZKAR,Banten,Kota Tangerang Selatan,SMA
696,107,"520,654",20103279,SMAN 9 JAKARTA,DKI Jakarta,Kota Jakarta Timur,SMA
697,52,"520,649",20401125,SMAN 1 SEYEGAN,DI Yogyakarta,Kab. Sleman,SMA
698,134,"520,645",69866096,SMA AL MINHAJ,Jawa Barat,Kab. Bogor,SMA
699,135,"520,624",20220322,SMAS BINA INSANI,Jawa Barat,Kota Bogor,SMA
700,136,"520,61",20224510,SMA Negeri 2 Tasikmalaya,Jawa Barat,Kota Tasikmalaya,SMA
701,16,"520,542",10403996,SMAS CENDANA,Riau,Kota Pekanbaru,SMA
702,104,"520,458",20510147,SMAN 2 PONOROGO,Jawa Timur,Kab. Ponorogo,SMA
703,122,"520,421",20312173,SMAN KARANGPANDAN,Jawa Tengah,Kab. Karanganyar,SMA
704,108,"520,404",20100219,SMAN 24 JAKARTA,DKI Jakarta,Kota Jakarta Pusat,SMA
705,53,"520,402",20402796,SMA NEGERI 1 SENTOLO,DI Yogyakarta,Kab. Kulon Progo,SMA
706,137,"520,372",20220313,SMAS MARDI YUANA,Jawa Barat,Kota Bogor,SMA
707,105,"520,361",20522640,SMAN 1 SITUBONDO,Jawa Timur,Kab. Situbondo,SMA
708,138,"520,352",20231720,SMAN 14 BEKASI,Jawa Barat,Kota Bekasi,SMA
709,106,"520,305",20511953,SMAN 1 PARE,Jawa Timur,Kab. Kediri,SMA
710,109,"520,233",20103289,SMAN 106 JAKARTA,DKI Jakarta,Kota Jakarta Timur,SMA
711,123,"520,198",20305013,SMAN 1 KUTOWINANGUN,Jawa Tengah,Kab. Kebumen,SMA
712,124,"520,142",20309681,SMAN 1 JOGONALAN,Jawa Tengah,Kab. Klaten,SMA
713,139,"520,133",20219316,SMAN 7 BANDUNG,Jawa Barat,Kota Bandung,SMA
714,140,"520,118",20219247,SMAN 25 BANDUNG,Jawa Barat,Kota Bandung,SMA
715,107,"520,038",20534749,SMAN 2,Jawa Timur,Kota Mojokerto,SMA
716,125,"520,022",20300731,SMA NEGERI 1 MAOS,Jawa Tengah,Kab. Cilacap,SMA
717,110,"519,959",20100210,SMAN 5 JAKARTA,DKI Jakarta,Kota Jakarta Pusat,SMA
718,126,"519,892",20319280,SMAN 1 DEMAK,Jawa Tengah,Kab. Demak,SMA
719,141,"519,836",20263963,SMKN KEHUTANAN KADIPATEN,Jawa Barat,Kab. Majalengka,SMK
720,127,"519,824",20314884,SMAN 1 CEPU,Jawa Tengah,Kab. Blora,SMA
721,19,"519,818",10300299,SMA NEGERI 1 AMPEK ANGKEK,Sumatera Barat,Kab. Agam,SMA
722,128,"519,756",20337795,SMAS IT AL HIKMAH KARANGGEDE,Jawa Tengah,Kab. Boyolali,SMA
723,111,"519,737",20103769,SMK CARAKA NUSANTARA,DKI Jakarta,Kota Jakarta Timur,SMK
724,129,"519,699",20329508,SMA Negeri 3 Pekalongan,Jawa Tengah,Kota Pekalongan,SMA
725,1,"519,607",69767796,SMAS KRISTEN 2 KUPANG,Nusa Tenggara Timur,Kota Kupang,SMA
726,130,"519,593",20327586,SMKN 2 MAGELANG,Jawa Tengah,Kota Magelang,SMK
727,15,"519,59",P9908600,PKBM HOMESCHOOLING PRIMAGAMA,Bali,Kota Denpasar,PKBM
728,54,"519,534",20402788,SMK NEGERI 1 PENGASIH,DI Yogyakarta,Kab. Kulon Progo,SMK
729,108,"519,494",20546529,SMA TARUNA DRA. ZULAEHA,Jawa Timur,Kab. Probolinggo,SMA
730,109,"519,493",20517736,SMAN 1 TUMPANG,Jawa Timur,Kab. Malang,SMA
731,17,"519,493",10201985,SMA NEGERI 1 KABANJAHE,Sumatera Utara,Kab. Karo,SMA
732,110,"519,481",20507726,SMAN 1 GEGER,Jawa Timur,Kab. Madiun,SMA
733,131,"519,472",20307710,SMAN 1 SALAMAN,Jawa Tengah,Kab. Magelang,SMA
734,142,"519,466",20220341,SMAN 10 BOGOR,Jawa Barat,Kota Bogor,SMA
735,55,"519,456",20403157,SMAS MUHAMMADIYAH 1 YOGYAKARTA,DI Yogyakarta,Kota Yogyakarta,SMA
736,143,"519,432",20247276,SMAS LAZUARDI GIS,Jawa Barat,Kota Depok,SMA
737,112,"519,235",20112433,SMAS JAKARTA ISLAMIC SCHOOL,DKI Jakarta,Kota Jakarta Timur,SMA
738,144,"519,147",20229161,SMAS MARDI YUANA PANCORAN MAS,Jawa Barat,Kota Depok,SMA
739,145,"519,061",20219246,SMAN 19 BANDUNG,Jawa Barat,Kota Bandung,SMA
740,56,"519,007",20363282,MAN 2 YOGYAKARTA,DI Yogyakarta,Kota Yogyakarta,MA
741,111,"519,004",20515450,SMAN 1 BOYOLANGU,Jawa Timur,Kab. Tulungagung,SMA
742,146,"518,924",20219240,SMAN 13 BANDUNG,Jawa Barat,Kota Bandung,SMA
743,112,"518,914",20525855,SMAN 1 GIRI,Jawa Timur,Kab. Banyuwangi,SMA
